,title,price,link
83,"Dell 15 Thin & Light Laptop, AMD Ryzen R5-7520U Processor/ 8GB LPDDR5/ 512GB/ 15.6"" (39.62cm) FHD 120Hz 250 nits Display/Windows 11 + MSO'21/15 Month McAfee Antivirus/Black Color/ 1.63kg  ","37,990",https://www.amazon.in/Dell-Inspiron-R5-7520U-Processor-39-62cm/dp/B0C9F62HN5/ref=sr_1_278?crid=41SB5GHTV11B&dib=eyJ2IjoiMSJ9.ABksjSacEjFFDkPKo4J6yYPEBi6q9IOJH3pTLidTyGL3OE7cRq7XW8En_JJVFcIORVZIP9ze8glPDfNzTeNhHDPNEGwHUvGu65UmsNTj7AUbHjEYiM1KkSP9sinev0tAlbQnMyiMrdM3dX0y4_5JTpwFTz43GaVbgw5mcYfcVr2z0f7rgex_D5IrV-vR-YJ7bIaAA-K8FuaqkFgsXqWGA2ovNtkoyyMdB2q_CMPTraI.2HRV2h7UwNlkkCrPLNsXPAI-gGbD1HVsLJHYDMRpmRQ&dib_tag=se&keywords=laptop&qid=1730186819&sprefix=laptop%2Caps%2C378&sr=8-278
84,"ASUS TUF F15 Gaming Laptop, Core i5-11400H 11th Gen, 15.6-inch (39.62 cm) FHD 144Hz,(16GB RAM/512GB SSD/4GB NVIDIA GeForce RTX 2050/Windows 11/ RGB Backlit KB/Black/2.30 kg), FX506HF-HN025W  ","50,990",https://www.amazon.in/ASUS-SmartChoice-i5-11400H-GeForce-FX506HF-HN025W/dp/B0C27SD9YR/ref=sr_1_158?crid=41SB5GHTV11B&dib=eyJ2IjoiMSJ9.OXREnuKaLLhh5fuTLoSW-B3MynyUh43N5YtQi-NADflToS7Qzvt89LFy6p_E9WoKIwrNb4RmYJs3VfpS4C57AySWoqVeq7LiT2HyWmakiBle6XKOjqU2eLQxA4RTx2WAkHdmmXE0YtMC4mtXJqgOGF2RYZa7PoNZm8l2_6yx2-SbONK7REQD_8_PxPp-1XD0fOm_CqDOR7ztOwweT8LOLGVuADfd027Q0mNim_3xki0.6zrFgqQ5Mo4nXaIxD4wZbESpkPa0MG_CgYq5t25yoVQ&dib_tag=se&keywords=laptop&qid=1730186799&sprefix=laptop%2Caps%2C378&sr=8-158
85,"Acer [Smartchoice Aspire Lite AMD Ryzen 3 5300U Premium Thin and Light Laptop (Windows 11 Home/8 GB RAM/512 GB SSD) AL15-41 with 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG  ","24,990",https://www.amazon.in/Acer-Smartchoice-Premium-Windows-AL15-41/dp/B0CWTSF1TK/ref=sr_1_10?crid=41SB5GHTV11B&dib=eyJ2IjoiMSJ9.plyEiYuMfFkZv_-JOMxUbBoepO_Wvb3N_UNssJ19p4lEfU7WDN9cyZG4v9EQ6cLOCFVyq0b7soQg5aEveG9rbFca66HWUoZ8mJAutkMrUxefP6W0oUA0iddozbNV653_Y9WuUfJny3ADS4UK1uXAF52QcW8dOrVzWDowFVrRxucscmazL5gVsV4L1Q9DAB945McfNB9FagLm-rvjQUGmNZbk2h-59Xe1sRl6e3vPDes.3dWRM8cUkE2t-zJqI3CpiB9puiQiFv8Wc8VUJ45ufKY&dib_tag=se&keywords=laptop&qid=1730186776&sprefix=laptop%2Caps%2C378&sr=8-10
86,"Apple 2023 MacBook Pro (16-inch, Apple M3 Max chip with 16‑core CPU and 40‑core GPU, 48GB Unified Memory, 1TB) - Space Black  ","3,69,990",https://www.amazon.in/Apple-MacBook-16-inch-16%E2%80%91core-40%E2%80%91core/dp/B0CM5SZ7CP/ref=sr_1_212?crid=41SB5GHTV11B&dib=eyJ2IjoiMSJ9.W4Ipkob0HeJ7ge3F4t-VMpoy2odhdgEUk2E_ejkcgoGUzBLn2FQsvYmW3skr4vgaP-eGIyc-QtzmQUTuhwWYTysSETi_ZCGh0HQsQNe7DyipFPDnD--DLpPQrD9GeCooePTG4ySo0AeC6qMhBxdsJdLgU8mwaNmy4DEqE9bKKudRdDW9g6SBZbW_RcmOrgVCABInXSgBkDIgy-HbQ0sLYVEVKloOaUVZsoZsnv_7gMg.ZP0EATfi0Vlfmx5Fk7Dg-LFxPsPyfgJfUfHDK0YRw2c&dib_tag=se&keywords=laptop&qid=1730186806&sprefix=laptop%2Caps%2C378&sr=8-212
87,"Acer Aspire Lite 12th Gen Intel Core i5-12450H Thin and Light Laptop (Windows11Home/16GB RAM/512GB SSD/MSO) AL15-52H, 39.62cm (15.6"") IPS Full HD, Backlit Keyboard, Pure Silver, 1.7KG  ","41,990",https://www.amazon.in/Acer-i5-12450H-Windows11Home-AL15-52H-Keyboard/dp/B0DDL495SX/ref=sr_1_30?crid=41SB5GHTV11B&dib=eyJ2IjoiMSJ9.wvZPAoEj_km3MnoPqtr8zwlBrmf6SjgDu_S5uLfAIy0TEUa7x8Votqx3CQR2OZEmJe2S8c6JTBb7VP4ydeylkBTPK6zQT4C8RVvmgz8CqtYfmwe9_OhijEYAFKof4FiN3zFPiMWi-qcmUzXmw_P43PJXQsgou3xCyENgJ2CcVuvWFM9v26n-Uv_OmwK8KwoP36VLM9QBKJ7BOGND_BJzKET5FNApv5Etwlql7BnN5hU.mX9yVdZAYJge0JyZxcRERH8V0sSrensBoCD-WTTJyX0&dib_tag=se&keywords=laptop&qid=1730186779&sprefix=laptop%2Caps%2C378&sr=8-30
88,"HP Laptop 15s AMD Ryzen 7 5700U, 15.6-inch(39.6 cm) FHD, Anti-Glare Laptop (16 GB/512 GB/AMD Radeon Graphics/Dual Speakers/Backlit KB/Win 11/1.69kg/Natural Silver, 15s-eq2084AU  ","48,490",https://www.amazon.in/HP-15-6-inch-Anti-glare-Graphics-15s-eq2084AU/dp/B0CRDZVKNK/ref=sr_1_170?crid=41SB5GHTV11B&dib=eyJ2IjoiMSJ9.o8v7nYUAUH2MqUAguMXkSqv7ScPiWe_9tCoCimkPn6_ie52xChXVmUhJay7yJlwnClJOiZVyYFiVrfShhtqwkdzJtzoZ9UUiAk0KWRDu-cxnAZ67me5-AFcV7wFhRVgB7txLZSPVqP3b39a4rp-3lohn27aC5FZpw14XKdvo5dKJtr6qQ_azV5G_I5wVCobmypHielFMl9cFNhWnEEC1shhJcjqbnTPIPbQMKGWA-oM.snZ-GMaW9iJwo8kV_lf6BESZsY4kCWZOOX88xapGnRM&dib_tag=se&keywords=laptop&qid=1730186801&sprefix=laptop%2Caps%2C378&sr=8-170
89,"(Renewed) HP Intel Core i7 6700HQ 15.6-Inch (39.62 cms) 1920 X 1080 Laptop (16 GB/1TB SSD/Windows/Intel HD Graphics & Nvidia 1000m/Grey/2.7 Kg), Zbook 15  ","32,990",https://www.amazon.in/Renewed-HP-15-6-Inch-Graphics-Zbook/dp/B0912GMCKZ/ref=sr_1_255?crid=41SB5GHTV11B&dib=eyJ2IjoiMSJ9.6dsUixTUo0XbbSP6e2yx4ImwMBRCtnF9dKXfyNz92Dv-PkgCYlJWGpuSvH1psvDwBhfVby2V0OY7cns0C9tj3YtDzgQ-hqu-TG_k9ir_Z3JZxkjssHcFIGFX6jYvm_3GCS8Z-R_5NJHx9GPy08arSUyopFQulJjzxb2Kj_Za2V7kPtT95stXif6KWDU9lN3Fv04L9uXqDOKqpu25KmotifZgmXQKelHtwprjzgKXl7Y.Z2pal9dRoqJrhrtw7KXE2nHav6jYwQlvTXI-PZB6kgA&dib_tag=se&keywords=laptop&qid=1730186815&sprefix=laptop%2Caps%2C378&sr=8-255
90,"AXL VayuBook Laptop 14.1 Inch FHD IPS Display (4GB Ram,128GB SSD) 1920 * 1080 Resolution | HD Gemini Lake N4020 | Windows 11 Home | UHD Graphics 600 (Cloud Silver)  ","11,990",https://www.amazon.in/AXL-VayuBook-Display-Resolution-Graphics/dp/B0CK5RCXPG/ref=sr_1_85?crid=41SB5GHTV11B&dib=eyJ2IjoiMSJ9.TE3iTlx3pLra9QZ-qZ9wMzWk9UM3i1JCK7sSTjj486pyjMfu0R2oEuX629xQh_6pE-pCOJm6Er0bxZx-FGQT8Lzz9xQvKlABST6FdqbcwyEre9dl4eMXAO7F8AkcwII7KLFYj1iD-Yzdei-dzQ5VGdJTALn0_fuCI6uPrdzvwhnZQ-tvhxeuIbyZ4DCLDn05lXTjIscXPUhPsXlH9_UB9SpiqKk2X6V7cnbS5W1DnUk.bVsgxXzv3rY4_yQWEB3iCDKO5vzffGIFWJ3BwByfzGo&dib_tag=se&keywords=laptop&qid=1730186789&sprefix=laptop%2Caps%2C378&sr=8-85
91,"(Renewed) HP Intel Core i7 6700HQ 15.6-Inch (39.62 cms) 1920 X 1080 Laptop (16 GB/1TB SSD/Windows/Intel HD Graphics & Nvidia 1000m/Grey/2.7 Kg), Zbook 15  ","32,990",https://www.amazon.in/Renewed-HP-15-6-Inch-Graphics-Zbook/dp/B0912GMCKZ/ref=sr_1_218?crid=41SB5GHTV11B&dib=eyJ2IjoiMSJ9.Ci1UzXIPxp8XcwZyfJrmshD4AOD722A-z8XO5UD0UT7R3cvkp5zvpJesxVpYGhUv0E-pJghR5y2v9luWgsBJxbvX1h7daLoHB10uOAAH2wcUbFxSVF2LOt02Gr2eL5QJ8Nq4jKinVsGYxpJXDV44U0V_pMU1F8mSgFCf545IfxtqczKrIUArSx_yxUGkcjBLLsu59tY8guXZgRcpqcWFSAvk2Ue4rDxG19PM1kUN5_o.EgH5XmG7cgzGIMS1Y-1_0-GorXGHGsI04llt-0aaJm0&dib_tag=se&keywords=laptop&qid=1730186809&sprefix=laptop%2Caps%2C378&sr=8-218
92,"ASUS TUF Gaming A15, 15.6"" (39.62cm) FHD 16:9 144Hz, AMD Ryzen 7 7435HS, Gaming Laptop (16 DDR5/512GB SSD/NVIDIA GeForce RTX 2050/Windows 11 Home/Graphite Black/2.30 Kg), FA506NFR-HN045W  ","54,990",https://www.amazon.in/ASUS-Gaming-15-6-39-62cm-FA506NFR-HN045W/dp/B0CDQ5CW9V/ref=sr_1_276?crid=41SB5GHTV11B&dib=eyJ2IjoiMSJ9.ABksjSacEjFFDkPKo4J6yYPEBi6q9IOJH3pTLidTyGL3OE7cRq7XW8En_JJVFcIORVZIP9ze8glPDfNzTeNhHDPNEGwHUvGu65UmsNTj7AUbHjEYiM1KkSP9sinev0tAlbQnMyiMrdM3dX0y4_5JTpwFTz43GaVbgw5mcYfcVr2z0f7rgex_D5IrV-vR-YJ7bIaAA-K8FuaqkFgsXqWGA2ovNtkoyyMdB2q_CMPTraI.2HRV2h7UwNlkkCrPLNsXPAI-gGbD1HVsLJHYDMRpmRQ&dib_tag=se&keywords=laptop&qid=1730186819&sprefix=laptop%2Caps%2C378&sr=8-276
93,Genuine Leather Dark Brown Messenger Bag for Men and Women  ,"1,199",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTgwNzk1Nzc2MjM4Njc4OjE3MzAxODY4MjE6c3BfbXRmOjMwMDM4NDUzNTIzODMzMjo6MDo6&url=%2FGenuine-Leather-Brown-Messenger-Women%2Fdp%2FB0DK9YXZCV%2Fref%3Dsr_1_300_sspa%3Fcrid%3D41SB5GHTV11B%26dib%3DeyJ2IjoiMSJ9.IJMOL2PVw4_rII0EE3x1E0eNWLDQ4CWugx-X0oZq_aUXhPkjG2ALufV04EcCtwrfQhHn_0K8ArTHOXKLO1n5n9fRGvjOWg-8ApRcBxJmiRifgiKa8L3zhtAQg6mZyeE4BloMREbpKOFe6UN8c7WiA6ZqNxfLb0Rw6yIgicWsTpcIYxRKKmGwFYpFK6mFhJNC5qiIXZXySxhduVeyJYPf491ggOvi4RyN_TW83k5eWQY.ZxVvMO3qfZH3uhiUxanSaIC14gYzDlI0CLfSIiA7L1k%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1730186821%26sprefix%3Dlaptop%252Caps%252C378%26sr%3D8-300-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
94,"Lenovo V14 G3 (2024), Intel Core i5 12th Gen 1235U - (16GB/512GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office 2021 Pro Plus  ","41,790",https://www.amazon.in/Lenovo-V14-G3-Intel-1235U/dp/B08HJWSGW6/ref=sr_1_161?crid=41SB5GHTV11B&dib=eyJ2IjoiMSJ9.OXREnuKaLLhh5fuTLoSW-B3MynyUh43N5YtQi-NADflToS7Qzvt89LFy6p_E9WoKIwrNb4RmYJs3VfpS4C57AySWoqVeq7LiT2HyWmakiBle6XKOjqU2eLQxA4RTx2WAkHdmmXE0YtMC4mtXJqgOGF2RYZa7PoNZm8l2_6yx2-SbONK7REQD_8_PxPp-1XD0fOm_CqDOR7ztOwweT8LOLGVuADfd027Q0mNim_3xki0.6zrFgqQ5Mo4nXaIxD4wZbESpkPa0MG_CgYq5t25yoVQ&dib_tag=se&keywords=laptop&qid=1730186799&sprefix=laptop%2Caps%2C378&sr=8-161
95,"Acer Aspire 3 Intel Core i3-1215U Processor Laptop with 35.56 cm (14"") Full HD LED-Backlit IPS Display (16 GB RAM/512 GB SSD/Wifi 6/Intel Graphics/Win11 Home/65W) A324-51, Steel Gray, 1.45KG  ","29,990",https://www.amazon.in/Acer-i3-1215U-Processor-LED-Backlit-A324-51/dp/B0D817WFC8/ref=sr_1_72?crid=41SB5GHTV11B&dib=eyJ2IjoiMSJ9.f2bS49Jkg2_7Q1hkG2Q5B0rnhuN6by0ecZ-z8NzeB98qRTeH0EbqFzYJcVsvrE0kF-ZsZCeCmip4F9dBYN2lLUevsjdYi6JctJtEiLzKTUdI1mwZKfpOS-SNf-81F74-VyVTJ242nkAHFbeFxYMRzM304V4e7pcP7rha72rWwcFeW8Uzx_X_GzkrgobEerdOQVuvj2GRnqtDiThyLAVxvRannu_3bUQgs0rXg1x8Qus.DFc13h2g9hlCdG69f-It8Ya6KAi0TDL36NEb9BT67NM&dib_tag=se&keywords=laptop&qid=1730186787&sprefix=laptop%2Caps%2C378&sr=8-72
96,"Dell Inspiron 3535, AMD Ryzen 3 7320U Processor, (8GB RAM/512GB SSD/Window 11/MS Office' 21/15.6""(39.62 cm) FHD Display/15 Month McAfee/Carbon Black/1.67kg Thin & Light Laptop  ","29,990",https://www.amazon.in/Dell-Inspiron-Processor-Window-Display/dp/B0DG5CY2Y2/ref=sr_1_36?crid=41SB5GHTV11B&dib=eyJ2IjoiMSJ9.fj70g8iIxpPA-eCas2tVBm6znxygCaATt3gvyCFhCFHigeW_KP8E8eDLvRoQbt9GT4bzBFv_i_q95EogZrCa1-B2Xnaqk9mXWi5GTbwgaxC_u2Bwv9CkEB8WD1w6xvhAbZGoOFXZzRDIhc0RZRBIEMLZrgdg4TrddtJ2iJWUu4zU7JpJzaQ6sFXXRhLqr9Ce2rLjIueYdkviaetQDZNno_iDer7FhzL4KVXPvohutYo.Aj1AIiQcy8z6ArHIiN2yr7MiYSParX-6mhx3wteTSGo&dib_tag=se&keywords=laptop&qid=1730186782&sprefix=laptop%2Caps%2C378&sr=8-36
97,"MSI Thin 15, Intel 13th Gen. Core i5-13420H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050,GDDR6 4GB/Cosmos Gray/1.86Kg), B13UC-1805IN  ","54,990",https://www.amazon.in/MSI-i5-13420H-Windows-GeForce-B13UC-1805IN/dp/B0CV9J1QSM/ref=sr_1_258?crid=41SB5GHTV11B&dib=eyJ2IjoiMSJ9.6dsUixTUo0XbbSP6e2yx4ImwMBRCtnF9dKXfyNz92Dv-PkgCYlJWGpuSvH1psvDwBhfVby2V0OY7cns0C9tj3YtDzgQ-hqu-TG_k9ir_Z3JZxkjssHcFIGFX6jYvm_3GCS8Z-R_5NJHx9GPy08arSUyopFQulJjzxb2Kj_Za2V7kPtT95stXif6KWDU9lN3Fv04L9uXqDOKqpu25KmotifZgmXQKelHtwprjzgKXl7Y.Z2pal9dRoqJrhrtw7KXE2nHav6jYwQlvTXI-PZB6kgA&dib_tag=se&keywords=laptop&qid=1730186815&sprefix=laptop%2Caps%2C378&sr=8-258
98,"ASUS ROG Strix G16, 16 ""(40.64cm) FHD+ 165Hz, 13th Gen Intel Core i7-13650HX, Gaming Laptop (16GB DDR5/1TB SSD/NVIDIA GeForce RTX 4070 /Windows 11/Office 2021/Eclipse Gray/2.50 Kg), G614JI-BG711WS  ","1,49,930",https://www.amazon.in/ASUS-40-64cm-i7-13650HX-GeForce-G614JI-BG711WS/dp/B0D25VFLCN/ref=sr_1_275?crid=41SB5GHTV11B&dib=eyJ2IjoiMSJ9.A01KT_MGhXp-2ZkA1vg1bXAE0_Yd51Xa7LPUjL4D4wy7pc3rLAn221ajqb5M-GzxPRQhGRg44xaFhUuRywfnLzTXY0UINpdrU6PL9bby8g5IHMCMUsEQdIL0weZhchrzbYW1E--TRouYdC5YK85MWA5bG7mghaKpKSDriwkjfkw3cIdnZvWD71gRhapabf70HVUgrBRhyE6aLWNDnHJ4HfLt11eYGfMR5ostRUDBwL8.7fYEeIXnMMTlmd1dVpEutcwcLvwqT8eHXY_9hL52IAg&dib_tag=se&keywords=laptop&qid=1730186817&sprefix=laptop%2Caps%2C378&sr=8-275
99,"SKULLSAINTS Dragon Colorful Gaming Mini PC [3 Modes Adjustment] with RGB Lights; 4K HDMI DP Type-C WiFi 6 BT 5.2 Small PC, Auto Power On (16GB DDR4 + 512GB M.2 NVME)  ","37,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMzQwMzAzOTMzOTU3ODY3OjE3MzAxODY4MTk6c3BfbXRmOjMwMDM4MzkyMDYzODUzMjo6MDo6&url=%2FSKULLSAINTS-Dragon-Ryzen-5700U-Adjustment%2Fdp%2FB0C77FXRY7%2Fref%3Dsr_1_284_sspa%3Fcrid%3D41SB5GHTV11B%26dib%3DeyJ2IjoiMSJ9.ABksjSacEjFFDkPKo4J6yYPEBi6q9IOJH3pTLidTyGL3OE7cRq7XW8En_JJVFcIORVZIP9ze8glPDfNzTeNhHDPNEGwHUvGu65UmsNTj7AUbHjEYiM1KkSP9sinev0tAlbQnMyiMrdM3dX0y4_5JTpwFTz43GaVbgw5mcYfcVr2z0f7rgex_D5IrV-vR-YJ7bIaAA-K8FuaqkFgsXqWGA2ovNtkoyyMdB2q_CMPTraI.2HRV2h7UwNlkkCrPLNsXPAI-gGbD1HVsLJHYDMRpmRQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1730186819%26sprefix%3Dlaptop%252Caps%252C378%26sr%3D8-284-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
100,"Lenovo IdeaPad Gaming 3 AMD Ryzen 7 7735HS 15.6"" (39.62cm) FHD IPS 120Hz Gaming Laptop (16GB/512GB SSD/Win11/Office 2021/NVIDIA RTX 3050 6GB/Alexa/3 Month Game Pass/Onyx Grey/2.3Kg), 82SB00QSIN  ","69,990",https://www.amazon.in/Lenovo-IdeaPad-Gaming-39-62cm-82SB00QSIN/dp/B0D8HXWJFK/ref=sr_1_179?crid=41SB5GHTV11B&dib=eyJ2IjoiMSJ9.qc283nj-7i5-Ft2PTxe0u9dj37-Fef_ByaLl_rfkiidXCjui67t_J2abCdkSHo0ogDn9dIvx6gZAAB_XI4GhSjhHLJyrgLN01Snp852O3MY1uZGMcApeBHhs41eTu8EcrGPoZak8G_r4cuqXcuvg046pj0fAlPZirPFuLGjMsvttb9hiGD296k56R0oJ90KucSkC_hQQQSH0GrMRerbucKqw9-6Y1CRfPnxVuCv9QlU.ZBigDRwbYHU_lPyh7oxjZs7xkDTWWaSOC-gG46K1W4I&dib_tag=se&keywords=laptop&qid=1730186804&sprefix=laptop%2Caps%2C378&sr=8-179
101,"MSI Katana A17 AI, AMD 8th Gen. Ryzen 9 8945HS,Built-in AI, 44CM Laptop(16GB/1TB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX4050, 6GB GDDR6/Black/2.6Kg), B8VE-884IN  ","94,990",https://www.amazon.in/MSI-Windows-GeForce-RTX4050-B8VE-884IN/dp/B0BV1GBXKP/ref=sr_1_125?crid=41SB5GHTV11B&dib=eyJ2IjoiMSJ9.MJTkADHg-ZZLVxUOTvZdYpi-bBmC0Y5DtsYvYvTEja-zbsn9f31_t8As2Ygkna7PqtKKK4WKDj4UtGaUZQ2m2-dy2O6UnobLfnL8puz_Y1yZFOOoN9TBcJWUPn0gDw7inuvMQ9fmuAOeWakO9ncllRJVlxjhIK5t6H8nThwqDuVlUgBThDGeAaTZWP0-TDThYc9pnIr0-Yi7Q4dLZk1_QZDQECMQEANg7DFxLTv5uJQ.L7FWNzXP3rkgLsfar2_ai4qAbUSgZjgOIrxIJzV31TI&dib_tag=se&keywords=laptop&qid=1730186794&sprefix=laptop%2Caps%2C378&sr=8-125
102,"HP Pavilion 16, Enhanced by AI, Intel Core Ultra 7 155U, 16-inch (40.6 cm), WUXGA, 16GB LPDDR5x, 512GB SSD, Intel graphics, 1080p FHD IR camera, Copilot, Backlit KB (Win 11, Silver, 1.77 kg), af0028TU  ","81,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNjY5MzI0Mjk5NTgxODE6MTczMDE4NjgwMTpzcF9hdGZfbmV4dDozMDAyNTA4Mzk1MjAyMzI6OjA6Og&url=%2FHP-Pavilion-Enhanced-Graphics-af0028TU%2Fdp%2FB0D2685XZW%2Fref%3Dsr_1_162_sspa%3Fcrid%3D41SB5GHTV11B%26dib%3DeyJ2IjoiMSJ9.o8v7nYUAUH2MqUAguMXkSqv7ScPiWe_9tCoCimkPn6_ie52xChXVmUhJay7yJlwnClJOiZVyYFiVrfShhtqwkdzJtzoZ9UUiAk0KWRDu-cxnAZ67me5-AFcV7wFhRVgB7txLZSPVqP3b39a4rp-3lohn27aC5FZpw14XKdvo5dKJtr6qQ_azV5G_I5wVCobmypHielFMl9cFNhWnEEC1shhJcjqbnTPIPbQMKGWA-oM.snZ-GMaW9iJwo8kV_lf6BESZsY4kCWZOOX88xapGnRM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1730186801%26sprefix%3Dlaptop%252Caps%252C378%26sr%3D8-162-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
103,"Samsung Galaxy Book4 (Silver, 16GB RAM, 512GB SSD) | 15.6"" Full HD Screen | Intel Core 5 120U Processor | Windows 11 Home | MS Office 2021 | Fingerprint Reader | Intel Iris XE Graphics | RJ45 LAN Port  ","58,990",https://www.amazon.in/Samsung-Processor-Windows-Fingerprint-Graphics/dp/B0CX4Y81W8/ref=sr_1_178?crid=41SB5GHTV11B&dib=eyJ2IjoiMSJ9.o8v7nYUAUH2MqUAguMXkSqv7ScPiWe_9tCoCimkPn6_ie52xChXVmUhJay7yJlwnClJOiZVyYFiVrfShhtqwkdzJtzoZ9UUiAk0KWRDu-cxnAZ67me5-AFcV7wFhRVgB7txLZSPVqP3b39a4rp-3lohn27aC5FZpw14XKdvo5dKJtr6qQ_azV5G_I5wVCobmypHielFMl9cFNhWnEEC1shhJcjqbnTPIPbQMKGWA-oM.snZ-GMaW9iJwo8kV_lf6BESZsY4kCWZOOX88xapGnRM&dib_tag=se&keywords=laptop&qid=1730186801&sprefix=laptop%2Caps%2C378&sr=8-178
104,"Lenovo IdeaPad 1 AMD Ryzen 5 7520U 15.6"" HD Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/MS Office 2021/Cloud Grey/1.58Kg), 82VG00J5IN  ","34,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MzA3ODIzOTkzODM1NToxNzMwMTg2ODE1OnNwX2F0Zl9uZXh0OjMwMDEyNTczMDE1NTUzMjo6MDo6&url=%2FLenovo-IdeaPad-Laptop-Windows-82VG00J5IN%2Fdp%2FB0CRB4VWYH%2Fref%3Dsr_1_242_sspa%3Fcrid%3D41SB5GHTV11B%26dib%3DeyJ2IjoiMSJ9.6dsUixTUo0XbbSP6e2yx4ImwMBRCtnF9dKXfyNz92Dv-PkgCYlJWGpuSvH1psvDwBhfVby2V0OY7cns0C9tj3YtDzgQ-hqu-TG_k9ir_Z3JZxkjssHcFIGFX6jYvm_3GCS8Z-R_5NJHx9GPy08arSUyopFQulJjzxb2Kj_Za2V7kPtT95stXif6KWDU9lN3Fv04L9uXqDOKqpu25KmotifZgmXQKelHtwprjzgKXl7Y.Z2pal9dRoqJrhrtw7KXE2nHav6jYwQlvTXI-PZB6kgA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1730186815%26sprefix%3Dlaptop%252Caps%252C378%26sr%3D8-242-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
105,"MSI Crosshair 16 HX, Intel 14th Gen. i7-14700HX, 41CM QHD+ 240Hz Gaming Laptop(32GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4070, GDDR6 8GB/Cosmos Gray/2.5Kg), D14VGKG-205IN  ","1,58,000",https://www.amazon.in/MSI-Crosshair-16-i7-14700HX-D14VGKG-205IN/dp/B0CVKZ9HQN/ref=sr_1_243?crid=41SB5GHTV11B&dib=eyJ2IjoiMSJ9.Mu61DVPX7gfddkSKiV1x9XAxwVdfkmRWsr8hysJa-PAFFUQXslXG96xpsXr31rAq4Co0nwnL-XDG6Aszo32jSXiN7pKaF5qU_JPBLTu68c42K_s9CeLRHXgVooxFE1S24jIk0IBtp4KlskyPwK41D6EsWlfemtLrxbcIbQ4SarAIS4hh1wlEo6QPJeDvnlrvufKlrYH8oatezLCMCxQ8sXODu-mHeVA1gpaJc6_qWNU.s61g-4slhcaHApijlwerZlVMocKw55gZ2BR-OXc5xjA&dib_tag=se&keywords=laptop&qid=1730186812&sprefix=laptop%2Caps%2C378&sr=8-243
106,The Clownfish Laptop Bag Tablet Computer up to 15.6 inch for Women and Men Water Resistant Synthetic Leather Briefcase Office Bag Messenger Sling Shoulder Bag with Strap MacBook Notebook Handbag Business Briefcase Bags (Brown) Elegant Series  ,"2,069",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTgwNzk1Nzc2MjM4Njc4OjE3MzAxODY4MjE6c3BfYXRmX25leHQ6MzAwMzM5ODgwMTI4MDMyOjowOjo&url=%2FClownfish-Briefcase-Shoulder-Messenger-Chocolate%2Fdp%2FB07FSFHFVJ%2Fref%3Dsr_1_289_sspa%3Fcrid%3D41SB5GHTV11B%26dib%3DeyJ2IjoiMSJ9.IJMOL2PVw4_rII0EE3x1E0eNWLDQ4CWugx-X0oZq_aUXhPkjG2ALufV04EcCtwrfQhHn_0K8ArTHOXKLO1n5n9fRGvjOWg-8ApRcBxJmiRifgiKa8L3zhtAQg6mZyeE4BloMREbpKOFe6UN8c7WiA6ZqNxfLb0Rw6yIgicWsTpcIYxRKKmGwFYpFK6mFhJNC5qiIXZXySxhduVeyJYPf491ggOvi4RyN_TW83k5eWQY.ZxVvMO3qfZH3uhiUxanSaIC14gYzDlI0CLfSIiA7L1k%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1730186821%26sprefix%3Dlaptop%252Caps%252C378%26sr%3D8-289-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
